video_id,class,method,output_dir,output_video,report,score_maps,input_video,backend_input_video,seed,sigma,epsilon,delta,top_k
Biking_v_Biking_g02_c01,Biking,RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g02_c01/seed_42/rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g02_c01.avi,data/backend_inputs/Biking_v_Biking_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
Biking_v_Biking_g02_c01,Biking,Motion-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g02_c01/seed_42/motion_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g02_c01.avi,data/backend_inputs/Biking_v_Biking_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
Biking_v_Biking_g02_c01,Biking,Random-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g02_c01/seed_42/random_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g02_c01.avi,data/backend_inputs/Biking_v_Biking_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
Biking_v_Biking_g02_c01,Biking,Shifted-RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g02_c01/seed_42/shifted_rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g02_c01.avi,data/backend_inputs/Biking_v_Biking_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
Biking_v_Biking_g02_c01,Biking,RAT-no-trajectory-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g02_c01/seed_42/rat_no_trajectory_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g02_c01.avi,data/backend_inputs/Biking_v_Biking_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
Biking_v_Biking_g02_c01,Biking,Shifted-RAT-fusion-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g02_c01/seed_42/shifted_rat_fusion_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g02_c01.avi,data/backend_inputs/Biking_v_Biking_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
Biking_v_Biking_g02_c01,Biking,VideoMAE-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g02_c01/seed_42/videomae_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g02_c01.avi,data/backend_inputs/Biking_v_Biking_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
Biking_v_Biking_g03_c01,Biking,RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g03_c01/seed_42/rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g03_c01.avi,data/backend_inputs/Biking_v_Biking_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,222.107551,7.987027,0.000100,20
Biking_v_Biking_g03_c01,Biking,Motion-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g03_c01/seed_42/motion_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g03_c01.avi,data/backend_inputs/Biking_v_Biking_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,222.107551,7.987027,0.000100,20
Biking_v_Biking_g03_c01,Biking,Random-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g03_c01/seed_42/random_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g03_c01.avi,data/backend_inputs/Biking_v_Biking_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,222.107551,7.987027,0.000100,20
Biking_v_Biking_g03_c01,Biking,Shifted-RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g03_c01/seed_42/shifted_rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g03_c01.avi,data/backend_inputs/Biking_v_Biking_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,222.107551,7.987027,0.000100,20
Biking_v_Biking_g03_c01,Biking,RAT-no-trajectory-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g03_c01/seed_42/rat_no_trajectory_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g03_c01.avi,data/backend_inputs/Biking_v_Biking_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,222.107551,7.987027,0.000100,20
Biking_v_Biking_g03_c01,Biking,Shifted-RAT-fusion-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g03_c01/seed_42/shifted_rat_fusion_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g03_c01.avi,data/backend_inputs/Biking_v_Biking_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,222.107551,7.987027,0.000100,20
Biking_v_Biking_g03_c01,Biking,VideoMAE-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g03_c01/seed_42/videomae_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g03_c01.avi,data/backend_inputs/Biking_v_Biking_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,222.107551,7.987027,0.000100,20
Biking_v_Biking_g04_c01,Biking,RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g04_c01/seed_42/rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g04_c01.avi,data/backend_inputs/Biking_v_Biking_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
Biking_v_Biking_g04_c01,Biking,Motion-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g04_c01/seed_42/motion_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g04_c01.avi,data/backend_inputs/Biking_v_Biking_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
Biking_v_Biking_g04_c01,Biking,Random-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g04_c01/seed_42/random_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g04_c01.avi,data/backend_inputs/Biking_v_Biking_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
Biking_v_Biking_g04_c01,Biking,Shifted-RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g04_c01/seed_42/shifted_rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g04_c01.avi,data/backend_inputs/Biking_v_Biking_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
Biking_v_Biking_g04_c01,Biking,RAT-no-trajectory-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g04_c01/seed_42/rat_no_trajectory_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g04_c01.avi,data/backend_inputs/Biking_v_Biking_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
Biking_v_Biking_g04_c01,Biking,Shifted-RAT-fusion-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g04_c01/seed_42/shifted_rat_fusion_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g04_c01.avi,data/backend_inputs/Biking_v_Biking_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
Biking_v_Biking_g04_c01,Biking,VideoMAE-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Biking_v_Biking_g04_c01/seed_42/videomae_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Biking/v_Biking_g04_c01.avi,data/backend_inputs/Biking_v_Biking_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
Diving_v_Diving_g01_c01,Diving,RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g01_c01/seed_42/rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g01_c01.avi,data/backend_inputs/Diving_v_Diving_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,183.367096,8.000000,0.000100,20
Diving_v_Diving_g01_c01,Diving,Motion-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g01_c01/seed_42/motion_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g01_c01.avi,data/backend_inputs/Diving_v_Diving_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,183.367096,8.000000,0.000100,20
Diving_v_Diving_g01_c01,Diving,Random-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g01_c01/seed_42/random_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g01_c01.avi,data/backend_inputs/Diving_v_Diving_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,183.367096,8.000000,0.000100,20
Diving_v_Diving_g01_c01,Diving,Shifted-RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g01_c01/seed_42/shifted_rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g01_c01.avi,data/backend_inputs/Diving_v_Diving_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,183.367096,8.000000,0.000100,20
Diving_v_Diving_g01_c01,Diving,RAT-no-trajectory-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g01_c01/seed_42/rat_no_trajectory_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g01_c01.avi,data/backend_inputs/Diving_v_Diving_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,183.367096,8.000000,0.000100,20
Diving_v_Diving_g01_c01,Diving,Shifted-RAT-fusion-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g01_c01/seed_42/shifted_rat_fusion_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g01_c01.avi,data/backend_inputs/Diving_v_Diving_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,183.367096,8.000000,0.000100,20
Diving_v_Diving_g01_c01,Diving,VideoMAE-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g01_c01/seed_42/videomae_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g01_c01.avi,data/backend_inputs/Diving_v_Diving_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,183.367096,8.000000,0.000100,20
Diving_v_Diving_g02_c01,Diving,RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g02_c01/seed_42/rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g02_c01.avi,data/backend_inputs/Diving_v_Diving_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,131.893661,8.000000,0.000100,20
Diving_v_Diving_g02_c01,Diving,Motion-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g02_c01/seed_42/motion_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g02_c01.avi,data/backend_inputs/Diving_v_Diving_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,131.893661,8.000000,0.000100,20
Diving_v_Diving_g02_c01,Diving,Random-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g02_c01/seed_42/random_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g02_c01.avi,data/backend_inputs/Diving_v_Diving_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,131.893661,8.000000,0.000100,20
Diving_v_Diving_g02_c01,Diving,Shifted-RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g02_c01/seed_42/shifted_rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g02_c01.avi,data/backend_inputs/Diving_v_Diving_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,131.893661,8.000000,0.000100,20
Diving_v_Diving_g02_c01,Diving,RAT-no-trajectory-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g02_c01/seed_42/rat_no_trajectory_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g02_c01.avi,data/backend_inputs/Diving_v_Diving_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,131.893661,8.000000,0.000100,20
Diving_v_Diving_g02_c01,Diving,Shifted-RAT-fusion-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g02_c01/seed_42/shifted_rat_fusion_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g02_c01.avi,data/backend_inputs/Diving_v_Diving_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,131.893661,8.000000,0.000100,20
Diving_v_Diving_g02_c01,Diving,VideoMAE-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g02_c01/seed_42/videomae_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g02_c01.avi,data/backend_inputs/Diving_v_Diving_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,131.893661,8.000000,0.000100,20
Diving_v_Diving_g03_c01,Diving,RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g03_c01/seed_42/rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g03_c01.avi,data/backend_inputs/Diving_v_Diving_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,157.878190,7.948647,0.000100,20
Diving_v_Diving_g03_c01,Diving,Motion-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g03_c01/seed_42/motion_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g03_c01.avi,data/backend_inputs/Diving_v_Diving_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,157.878190,7.948647,0.000100,20
Diving_v_Diving_g03_c01,Diving,Random-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g03_c01/seed_42/random_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g03_c01.avi,data/backend_inputs/Diving_v_Diving_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,157.878190,7.948647,0.000100,20
Diving_v_Diving_g03_c01,Diving,Shifted-RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g03_c01/seed_42/shifted_rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g03_c01.avi,data/backend_inputs/Diving_v_Diving_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,157.878190,7.948647,0.000100,20
Diving_v_Diving_g03_c01,Diving,RAT-no-trajectory-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g03_c01/seed_42/rat_no_trajectory_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g03_c01.avi,data/backend_inputs/Diving_v_Diving_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,157.878190,7.948647,0.000100,20
Diving_v_Diving_g03_c01,Diving,Shifted-RAT-fusion-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g03_c01/seed_42/shifted_rat_fusion_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g03_c01.avi,data/backend_inputs/Diving_v_Diving_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,157.878190,7.948647,0.000100,20
Diving_v_Diving_g03_c01,Diving,VideoMAE-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g03_c01/seed_42/videomae_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g03_c01.avi,data/backend_inputs/Diving_v_Diving_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,157.878190,7.948647,0.000100,20
Diving_v_Diving_g04_c01,Diving,RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g04_c01/seed_42/rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g04_c01.avi,data/backend_inputs/Diving_v_Diving_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,117.307143,8.000000,0.000100,20
Diving_v_Diving_g04_c01,Diving,Motion-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g04_c01/seed_42/motion_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g04_c01.avi,data/backend_inputs/Diving_v_Diving_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,117.307143,8.000000,0.000100,20
Diving_v_Diving_g04_c01,Diving,Random-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g04_c01/seed_42/random_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g04_c01.avi,data/backend_inputs/Diving_v_Diving_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,117.307143,8.000000,0.000100,20
Diving_v_Diving_g04_c01,Diving,Shifted-RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g04_c01/seed_42/shifted_rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g04_c01.avi,data/backend_inputs/Diving_v_Diving_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,117.307143,8.000000,0.000100,20
Diving_v_Diving_g04_c01,Diving,RAT-no-trajectory-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g04_c01/seed_42/rat_no_trajectory_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g04_c01.avi,data/backend_inputs/Diving_v_Diving_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,117.307143,8.000000,0.000100,20
Diving_v_Diving_g04_c01,Diving,Shifted-RAT-fusion-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g04_c01/seed_42/shifted_rat_fusion_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g04_c01.avi,data/backend_inputs/Diving_v_Diving_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,117.307143,8.000000,0.000100,20
Diving_v_Diving_g04_c01,Diving,VideoMAE-only-mask,,,,experiments_icassp4_mask_ablation_20260905/Diving_v_Diving_g04_c01/seed_42/videomae_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/Diving/v_Diving_g04_c01.avi,data/backend_inputs/Diving_v_Diving_g04_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,117.307143,8.000000,0.000100,20
WalkingWithDog_v_WalkingWithDog_g01_c01,WalkingWithDog,RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g01_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
WalkingWithDog_v_WalkingWithDog_g01_c01,WalkingWithDog,Motion-only-mask,,,,experiments_icassp4_mask_ablation_20260905/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/motion_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g01_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
WalkingWithDog_v_WalkingWithDog_g01_c01,WalkingWithDog,Random-mask,,,,experiments_icassp4_mask_ablation_20260905/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/random_mask/score_maps.npy,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g01_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
WalkingWithDog_v_WalkingWithDog_g01_c01,WalkingWithDog,Shifted-RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/shifted_rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g01_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
WalkingWithDog_v_WalkingWithDog_g01_c01,WalkingWithDog,RAT-no-trajectory-mask,,,,experiments_icassp4_mask_ablation_20260905/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/rat_no_trajectory_mask/score_maps.npy,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g01_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
WalkingWithDog_v_WalkingWithDog_g01_c01,WalkingWithDog,Shifted-RAT-fusion-mask,,,,experiments_icassp4_mask_ablation_20260905/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/shifted_rat_fusion_mask/score_maps.npy,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g01_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
WalkingWithDog_v_WalkingWithDog_g01_c01,WalkingWithDog,VideoMAE-only-mask,,,,experiments_icassp4_mask_ablation_20260905/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/videomae_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g01_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g01_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
WalkingWithDog_v_WalkingWithDog_g02_c01,WalkingWithDog,RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g02_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
WalkingWithDog_v_WalkingWithDog_g02_c01,WalkingWithDog,Motion-only-mask,,,,experiments_icassp4_mask_ablation_20260905/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/motion_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g02_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
WalkingWithDog_v_WalkingWithDog_g02_c01,WalkingWithDog,Random-mask,,,,experiments_icassp4_mask_ablation_20260905/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/random_mask/score_maps.npy,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g02_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
WalkingWithDog_v_WalkingWithDog_g02_c01,WalkingWithDog,Shifted-RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/shifted_rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g02_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
WalkingWithDog_v_WalkingWithDog_g02_c01,WalkingWithDog,RAT-no-trajectory-mask,,,,experiments_icassp4_mask_ablation_20260905/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/rat_no_trajectory_mask/score_maps.npy,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g02_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
WalkingWithDog_v_WalkingWithDog_g02_c01,WalkingWithDog,Shifted-RAT-fusion-mask,,,,experiments_icassp4_mask_ablation_20260905/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/shifted_rat_fusion_mask/score_maps.npy,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g02_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
WalkingWithDog_v_WalkingWithDog_g02_c01,WalkingWithDog,VideoMAE-only-mask,,,,experiments_icassp4_mask_ablation_20260905/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/videomae_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g02_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g02_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
WalkingWithDog_v_WalkingWithDog_g03_c01,WalkingWithDog,RAT-mask,,,,experiments_icassp4_mask_ablation_20260905/WalkingWithDog_v_WalkingWithDog_g03_c01/seed_42/rat_mask/score_maps.npy,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g03_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
WalkingWithDog_v_WalkingWithDog_g03_c01,WalkingWithDog,Motion-only-mask,,,,experiments_icassp4_mask_ablation_20260905/WalkingWithDog_v_WalkingWithDog_g03_c01/seed_42/motion_only_mask/score_maps.npy,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g03_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
WalkingWithDog_v_WalkingWithDog_g03_c01,WalkingWithDog,Random-mask,,,,experiments_icassp4_mask_ablation_20260905/WalkingWithDog_v_WalkingWithDog_g03_c01/seed_42/random_mask/score_maps.npy,data/ucf101_rescue/UCF-101/WalkingWithDog/v_WalkingWithDog_g03_c01.avi,data/backend_inputs/WalkingWithDog_v_WalkingWithDog_g03_c01/seed_42/rat_dp/rat_intermediate_merged.mp4,42,176.513183,8.000000,0.000100,20
